mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.6922859668731689,0.07639754335086091,0.03145022392272949,0.001249844809324423,300,5,1,,,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': None}",0.7728587319243605,0.7222222222222222,0.7643771043771044,0.8128147331864022,0.7504090965270053,0.764536377647419,0.02963158579434095,38
0.4073479652404785,0.06260295332184847,0.06909370422363281,0.025348198238706564,300,10,4,log2,,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': None}",0.8221505376344086,0.7214042826946052,0.8352579365079364,0.7990156498221014,0.7585905707860355,0.7872837954890175,0.041995846628717845,21
0.44788079261779784,0.08806100493791899,0.05074419975280762,0.00946364610319724,300,10,1,log2,20,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 20}",0.8393300248138957,0.7736212779156327,0.8163033329273739,0.7786635944700461,0.7950694583583784,0.8005975376970653,0.02443871387994088,6
0.2463322639465332,0.026591821285432304,0.04142751693725586,0.01004556660561832,200,10,4,sqrt,10,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 10}",0.8221505376344086,0.743076923076923,0.8352579365079364,0.8004401512466028,0.7453433539640435,0.7892537804859828,0.038429524094071445,17
0.3722848892211914,0.03166696190820742,0.04895739555358887,0.009517014161022845,300,5,1,sqrt,10,"{'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 10}",0.8027776054590571,0.7740384615384616,0.8361291486291487,0.7912942834138487,0.7633099658961728,0.7935098929873378,0.025291787642167923,11
0.42015743255615234,0.06762422135042472,0.035237360000610354,0.01001233663487758,200,10,2,,,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': None}",0.8062291434927698,0.7413003663003663,0.7476322751322751,0.791726064407516,0.7304090965270053,0.7634593891719865,0.029873394487071506,40
0.405015754699707,0.0729334950614641,0.02524266242980957,0.003284271011652141,300,2,1,log2,,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': None}",0.8420436626777005,0.7559537841191067,0.7810161661250823,0.7822513262599469,0.8026328715983888,0.7927795621560451,0.028738122668209767,12
0.21128578186035157,0.03601884087824671,0.03933539390563965,0.02654610600262208,200,2,4,log2,10,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10}",0.8220083746898262,0.7233250620347395,0.8352579365079364,0.762706043956044,0.75981249006833,0.7806219814513753,0.04179682727869278,29
0.28384199142456057,0.061724585085276035,0.05085883140563965,0.011556641276774053,200,2,1,sqrt,20,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20}",0.8393300248138957,0.7436464263124606,0.8361291486291487,0.78003663003663,0.7954269293924466,0.7989138318369162,0.0358927341075301,9
0.1358255386352539,0.033624027396190956,0.024739646911621095,0.005485205206872188,100,5,2,sqrt,20,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20}",0.8232423490488006,0.7718864468864468,0.8372869946145809,0.7021282906933629,0.7894447865353038,0.784797773555699,0.04744606241814339,25
0.3875587940216064,0.08843861049406176,0.038715362548828125,0.0047104839671102735,200,5,4,,20,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': None, 'max_depth': 20}",0.7908045977011493,0.7413003663003663,0.7277837902837903,0.7791653277304,0.7504090965270053,0.7578926357085423,0.023552384183629146,45
0.5040929794311524,0.08003707060663413,0.061089611053466795,0.02169913869585768,300,2,4,log2,30,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 30}",0.8220083746898262,0.7585003101736972,0.8352579365079364,0.7990156498221014,0.8154282233883059,0.8060420989163735,0.02648085770733566,2
0.17885284423828124,0.03914546406486559,0.046963739395141604,0.019747759424824186,100,10,4,,10,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': None, 'max_depth': 10}",0.7901001112347052,0.7413003663003663,0.7056118405443743,0.7533737916802433,0.7496315944591806,0.748003540843774,0.02700222285121497,48
0.2048959732055664,0.054695750924481853,0.04109082221984863,0.020128760238058586,100,2,2,,10,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': None, 'max_depth': 10}",0.8062291434927698,0.7222222222222222,0.707037645976265,0.7561090982286633,0.7168458781362007,0.7416887976112243,0.03624974987901017,49
0.3505681037902832,0.0101038873163563,0.03202495574951172,0.006943803969408222,200,5,4,,,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': None, 'max_depth': None}",0.7908045977011493,0.7413003663003663,0.7277837902837903,0.7791653277304,0.7504090965270053,0.7578926357085423,0.023552384183629146,45
0.1936056137084961,0.06211236456723272,0.03223876953125,0.01746622877956656,100,2,2,sqrt,20,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 20}",0.8232423490488006,0.7748138957816377,0.8352579365079364,0.7586635944700462,0.8112229076077797,0.8006401366832401,0.02915569215177569,4
0.3689562320709229,0.10424360458417303,0.055051422119140624,0.02739763205636959,300,10,2,log2,30,"{'n_estimators': 300, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 30}",0.806520737327189,0.724198717948718,0.8163033329273739,0.7990156498221014,0.7622222222222222,0.781652132049521,0.03405601617308692,27
0.10857820510864258,0.004948728782591799,0.020409679412841795,0.0020314294191161038,100,10,1,sqrt,,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': None}",0.8034274193548387,0.7385424133811231,0.801114417989418,0.8186507936507936,0.7767898884659052,0.7877049865684157,0.028002673760629464,19
0.3482548236846924,0.10708283009849716,0.06557741165161132,0.01896295008947848,200,5,2,sqrt,30,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 30}",0.8039702233250621,0.7585003101736972,0.8372869946145809,0.758663594470046,0.7744837258789959,0.7865809696924764,0.030291033958918728,22
0.1592179775238037,0.007094768892067971,0.03782520294189453,0.023252139338240826,100,5,1,,,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': None}",0.7879772167487684,0.7222222222222222,0.7643771043771044,0.7568910256410257,0.7705257936507937,0.7603986725279829,0.021673520933082387,42
0.4194146156311035,0.08258956998401484,0.046761512756347656,0.008034714594080948,300,2,2,sqrt,30,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 30}",0.8221505376344086,0.7214042826946052,0.8163033329273739,0.8137931034482758,0.7577586206896553,0.7862819754788638,0.039918403289075734,23
0.38264927864074705,0.09923027471820174,0.03734049797058105,0.015866943648170373,200,2,1,,10,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 10}",0.805468059239611,0.7397353006189213,0.7643771043771044,0.7910033514872225,0.7504090965270053,0.7701985824499729,0.02461828307447298,35
0.1543663501739502,0.02194628205661199,0.044657421112060544,0.02202494039665575,100,10,1,log2,10,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'log2', 'max_depth': 10}",0.8393300248138957,0.7384201819685691,0.7999085403534791,0.7816137566137566,0.7585905707860355,0.7835726149071472,0.03476329407364281,26
0.34363632202148436,0.03199078921300611,0.04892086982727051,0.028676688158547913,300,2,4,sqrt,20,"{'n_estimators': 300, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 20}",0.8221505376344086,0.6909690799396682,0.8163033329273739,0.7791653277304,0.7255555555555556,0.7668287667574814,0.05122224480499135,36
0.11923074722290039,0.004987529544620407,0.03257055282592773,0.008075531066965291,100,5,1,sqrt,30,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 30}",0.8215043424317618,0.7560518334711882,0.8361291486291487,0.7578881885222264,0.7894447865353038,0.7922036599179257,0.0324964492496698,14
0.13371987342834474,0.023389877753436338,0.03240208625793457,0.026295323837333424,100,10,2,sqrt,30,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 30}",0.8232423490488006,0.7585003101736972,0.8204201249251306,0.7406468092118814,0.7589550558821971,0.7803529298483414,0.03451626982623397,31
0.1853200912475586,0.054196101715723234,0.11116623878479004,0.020865550285659035,100,10,2,log2,10,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'log2', 'max_depth': 10}",0.8420436626777005,0.6879454537963993,0.7840079365079364,0.7619277377341894,0.7834331797235022,0.7718715940879456,0.04969417990736802,34
0.33870978355407716,0.014638771160154728,0.03206586837768555,0.0018094400920854385,200,10,1,,,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': None}",0.805468059239611,0.7413003663003663,0.7643771043771044,0.8131006181497066,0.7504090965270053,0.7749310489187586,0.029096940466250866,33
0.1863584041595459,0.0526836817472169,0.05206599235534668,0.029877965609325246,100,10,2,sqrt,,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': None}",0.8232423490488006,0.7585003101736972,0.8204201249251306,0.7406468092118814,0.7589550558821971,0.7803529298483414,0.03451626982623397,31
0.12496247291564941,0.012866515844833441,0.06273875236511231,0.016966293590240527,100,2,4,log2,10,"{'n_estimators': 100, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': 10}",0.8232009925558312,0.7736212779156327,0.8536571618037135,0.7420833333333334,0.8062169312169312,0.7997559393650884,0.038745081573733124,7
0.17327241897583007,0.036710216726098685,0.031775379180908205,0.011967418949850204,100,10,1,,,"{'n_estimators': 100, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': None}",0.7877742946708464,0.7222222222222222,0.7266922094508301,0.7622513262599471,0.768199233716475,0.7534278572640642,0.025156754370610185,47
0.22285895347595214,0.0043665408372147415,0.038766098022460935,0.011767286053012586,200,2,2,sqrt,30,"{'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 30}",0.819700682382134,0.743076923076923,0.8152958152958153,0.7745320887943126,0.7551474262868566,0.7815505871672083,0.03105085905019638,28
0.24405016899108886,0.018006053720431067,0.06348896026611328,0.00823215209872233,200,5,4,log2,,"{'n_estimators': 200, 'min_samples_split': 5, 'min_samples_leaf': 4, 'max_features': 'log2', 'max_depth': None}",0.8220083746898262,0.7233250620347395,0.8352579365079364,0.762706043956044,0.75981249006833,0.7806219814513753,0.04179682727869278,29
0.17127952575683594,0.03738327362349598,0.02519698143005371,0.007079641451952621,100,5,1,,10,"{'n_estimators': 100, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': None, 'max_depth': 10}",0.7879772167487684,0.7222222222222222,0.7643771043771044,0.7568910256410257,0.7865381287850699,0.7636011395548381,0.02399225360016608,39
0.20332369804382325,0.03875362977512076,0.014660120010375977,0.0009133614809478769,200,10,2,sqrt,10,"{'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 10}",0.8584275342339859,0.7748951048951049,0.8352579365079364,0.8345155993431855,0.7606486042692939,0.8127489558499013,0.03798508699305381,1
